Date;JourDeLaSemaine;ZoneAnalyse;DureeVisite;CategorieVisiteurs;TypeDeJour;Volume
2017-05-19;Vendredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;552
2017-05-19;Vendredi;Zone FIMU;Duree9h;Resident;Periode normale;498
2017-05-19;Vendredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;238
2017-05-20;Samedi;Zone FIMU;Duree10h;Resident;Periode normale;488
2017-05-20;Samedi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree10h;Touriste Français;Periode normale;153
2017-05-20;Samedi;Zone FIMU;Duree10h-18h;Resident;Periode normale;3074
2017-05-20;Samedi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;45
2017-05-20;Samedi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1208
2017-05-20;Samedi;Zone FIMU;Duree2h;Resident;Periode normale;2510
2017-05-20;Samedi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;56
2017-05-20;Samedi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1129
2017-05-20;Samedi;Zone FIMU;Duree3h;Resident;Periode normale;3122
2017-05-20;Samedi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;59
2017-05-20;Samedi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1530
2017-05-20;Samedi;Zone FIMU;Duree4h;Resident;Periode normale;1040
2017-05-20;Samedi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree4h;Touriste Français;Periode normale;698
2017-05-20;Samedi;Zone FIMU;Duree5h;Resident;Periode normale;768
2017-05-20;Samedi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree5h;Touriste Français;Periode normale;335
2017-05-20;Samedi;Zone FIMU;Duree6h;Resident;Periode normale;544
2017-05-20;Samedi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree6h;Touriste Français;Periode normale;292
2017-05-20;Samedi;Zone FIMU;Duree7h;Resident;Periode normale;753
2017-05-20;Samedi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;30
2017-05-20;Samedi;Zone FIMU;Duree7h;Touriste Français;Periode normale;396
2017-05-20;Samedi;Zone FIMU;Duree8h;Resident;Periode normale;600
2017-05-20;Samedi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-20;Samedi;Zone FIMU;Duree8h;Touriste Français;Periode normale;195
2017-05-20;Samedi;Zone FIMU;Duree9h;Resident;Periode normale;238
2017-05-20;Samedi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;29
2017-05-20;Samedi;Zone FIMU;Duree9h;Touriste Français;Periode normale;211
2017-05-21;Dimanche;Zone FIMU;Duree10h;Resident;Periode normale;377
2017-05-21;Dimanche;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Duree10h;Touriste Français;Periode normale;49
2017-05-21;Dimanche;Zone FIMU;Duree10h-18h;Resident;Periode normale;2788
2017-05-21;Dimanche;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;26
2017-05-21;Dimanche;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1222
2017-05-21;Dimanche;Zone FIMU;Duree2h;Resident;Periode normale;1179
2017-05-21;Dimanche;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;32
2017-05-21;Dimanche;Zone FIMU;Duree2h;Touriste Français;Periode normale;586
2017-05-21;Dimanche;Zone FIMU;Duree3h;Resident;Periode normale;2178
2017-05-21;Dimanche;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;41
2017-05-21;Dimanche;Zone FIMU;Duree3h;Touriste Français;Periode normale;951
2017-05-21;Dimanche;Zone FIMU;Duree4h;Resident;Periode normale;681
2017-05-21;Dimanche;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Duree4h;Touriste Français;Periode normale;411
2017-05-21;Dimanche;Zone FIMU;Duree5h;Resident;Periode normale;678
2017-05-21;Dimanche;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-21;Dimanche;Zone FIMU;Duree5h;Touriste Français;Periode normale;259
2017-05-21;Dimanche;Zone FIMU;Duree6h;Resident;Periode normale;457
2017-05-21;Dimanche;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;24
2017-05-21;Dimanche;Zone FIMU;Duree6h;Touriste Français;Periode normale;195
2017-05-21;Dimanche;Zone FIMU;Duree7h;Resident;Periode normale;645
2017-05-21;Dimanche;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;52
2017-05-21;Dimanche;Zone FIMU;Duree7h;Touriste Français;Periode normale;185
2017-05-21;Dimanche;Zone FIMU;Duree8h;Resident;Periode normale;588
2017-05-21;Dimanche;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;26
2017-05-21;Dimanche;Zone FIMU;Duree8h;Touriste Français;Periode normale;82
2017-05-21;Dimanche;Zone FIMU;Duree9h;Resident;Periode normale;324
2017-05-21;Dimanche;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;22
2017-05-21;Dimanche;Zone FIMU;Duree9h;Touriste Français;Periode normale;63
2017-05-22;Lundi;Zone FIMU;Duree10h;Resident;Periode normale;379
2017-05-22;Lundi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree10h;Touriste Français;Periode normale;286
2017-05-22;Lundi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2500
2017-05-22;Lundi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;25
2017-05-22;Lundi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1143
2017-05-22;Lundi;Zone FIMU;Duree2h;Resident;Periode normale;2515
2017-05-22;Lundi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;36
2017-05-22;Lundi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1178
2017-05-22;Lundi;Zone FIMU;Duree3h;Resident;Periode normale;2557
2017-05-22;Lundi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;74
2017-05-22;Lundi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1668
2017-05-22;Lundi;Zone FIMU;Duree4h;Resident;Periode normale;1412
2017-05-22;Lundi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree4h;Touriste Français;Periode normale;679
2017-05-22;Lundi;Zone FIMU;Duree5h;Resident;Periode normale;1137
2017-05-22;Lundi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree5h;Touriste Français;Periode normale;723
2017-05-22;Lundi;Zone FIMU;Duree6h;Resident;Periode normale;874
2017-05-22;Lundi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree6h;Touriste Français;Periode normale;525
2017-05-22;Lundi;Zone FIMU;Duree7h;Resident;Periode normale;1264
2017-05-22;Lundi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree7h;Touriste Français;Periode normale;544
2017-05-22;Lundi;Zone FIMU;Duree8h;Resident;Periode normale;877
2017-05-22;Lundi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree8h;Touriste Français;Periode normale;387
2017-05-22;Lundi;Zone FIMU;Duree9h;Resident;Periode normale;479
2017-05-22;Lundi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-22;Lundi;Zone FIMU;Duree9h;Touriste Français;Periode normale;208
2017-05-23;Mardi;Zone FIMU;Duree10h;Resident;Periode normale;460
2017-05-23;Mardi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree10h;Touriste Français;Periode normale;215
2017-05-23;Mardi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2850
2017-05-23;Mardi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;21
2017-05-23;Mardi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1224
2017-05-23;Mardi;Zone FIMU;Duree2h;Resident;Periode normale;2135
2017-05-23;Mardi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;25
2017-05-23;Mardi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1397
2017-05-23;Mardi;Zone FIMU;Duree3h;Resident;Periode normale;3555
2017-05-23;Mardi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;123
2017-05-23;Mardi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1515
2017-05-23;Mardi;Zone FIMU;Duree4h;Resident;Periode normale;1384
2017-05-23;Mardi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree4h;Touriste Français;Periode normale;901
2017-05-23;Mardi;Zone FIMU;Duree5h;Resident;Periode normale;1134
2017-05-23;Mardi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree5h;Touriste Français;Periode normale;448
2017-05-23;Mardi;Zone FIMU;Duree6h;Resident;Periode normale;832
2017-05-23;Mardi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree6h;Touriste Français;Periode normale;467
2017-05-23;Mardi;Zone FIMU;Duree7h;Resident;Periode normale;1615
2017-05-23;Mardi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;21
2017-05-23;Mardi;Zone FIMU;Duree7h;Touriste Français;Periode normale;781
2017-05-23;Mardi;Zone FIMU;Duree8h;Resident;Periode normale;793
2017-05-23;Mardi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree8h;Touriste Français;Periode normale;364
2017-05-23;Mardi;Zone FIMU;Duree9h;Resident;Periode normale;470
2017-05-23;Mardi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-23;Mardi;Zone FIMU;Duree9h;Touriste Français;Periode normale;214
2017-05-24;Mercredi;Zone FIMU;Duree10h;Resident;Periode normale;449
2017-05-24;Mercredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;30
2017-05-24;Mercredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;89
2017-05-24;Mercredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2659
2017-05-24;Mercredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;33
2017-05-24;Mercredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1205
2017-05-24;Mercredi;Zone FIMU;Duree2h;Resident;Periode normale;2297
2017-05-24;Mercredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;49
2017-05-24;Mercredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1440
2017-05-24;Mercredi;Zone FIMU;Duree3h;Resident;Periode normale;3100
2017-05-24;Mercredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;84
2017-05-24;Mercredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1599
2017-05-24;Mercredi;Zone FIMU;Duree4h;Resident;Periode normale;1543
2017-05-24;Mercredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;24
2017-05-24;Mercredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;816
2017-05-24;Mercredi;Zone FIMU;Duree5h;Resident;Periode normale;1258
2017-05-24;Mercredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;33
2017-05-24;Mercredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;405
2017-05-24;Mercredi;Zone FIMU;Duree6h;Resident;Periode normale;746
2017-05-24;Mercredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;362
2017-05-24;Mercredi;Zone FIMU;Duree7h;Resident;Periode normale;1097
2017-05-24;Mercredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;497
2017-05-24;Mercredi;Zone FIMU;Duree8h;Resident;Periode normale;873
2017-05-24;Mercredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-24;Mercredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;359
2017-05-24;Mercredi;Zone FIMU;Duree9h;Resident;Periode normale;585
2017-05-24;Mercredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;82
2017-05-24;Mercredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;178
2017-05-25;Jeudi;Zone FIMU;Duree10h;Resident;Periode normale;366
2017-05-25;Jeudi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Duree10h;Touriste Français;Periode normale;46
2017-05-25;Jeudi;Zone FIMU;Duree10h-18h;Resident;Periode normale;3030
2017-05-25;Jeudi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;296
2017-05-25;Jeudi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;752
2017-05-25;Jeudi;Zone FIMU;Duree2h;Resident;Periode normale;932
2017-05-25;Jeudi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;97
2017-05-25;Jeudi;Zone FIMU;Duree2h;Touriste Français;Periode normale;826
2017-05-25;Jeudi;Zone FIMU;Duree3h;Resident;Periode normale;1794
2017-05-25;Jeudi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;89
2017-05-25;Jeudi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1135
2017-05-25;Jeudi;Zone FIMU;Duree4h;Resident;Periode normale;627
2017-05-25;Jeudi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;55
2017-05-25;Jeudi;Zone FIMU;Duree4h;Touriste Français;Periode normale;311
2017-05-25;Jeudi;Zone FIMU;Duree5h;Resident;Periode normale;584
2017-05-25;Jeudi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;31
2017-05-25;Jeudi;Zone FIMU;Duree5h;Touriste Français;Periode normale;205
2017-05-25;Jeudi;Zone FIMU;Duree6h;Resident;Periode normale;438
2017-05-25;Jeudi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Duree6h;Touriste Français;Periode normale;146
2017-05-25;Jeudi;Zone FIMU;Duree7h;Resident;Periode normale;599
2017-05-25;Jeudi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;51
2017-05-25;Jeudi;Zone FIMU;Duree7h;Touriste Français;Periode normale;176
2017-05-25;Jeudi;Zone FIMU;Duree8h;Resident;Periode normale;519
2017-05-25;Jeudi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;44
2017-05-25;Jeudi;Zone FIMU;Duree8h;Touriste Français;Periode normale;119
2017-05-25;Jeudi;Zone FIMU;Duree9h;Resident;Periode normale;298
2017-05-25;Jeudi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-25;Jeudi;Zone FIMU;Duree9h;Touriste Français;Periode normale;126
2017-05-26;Vendredi;Zone FIMU;Duree10h;Resident;Periode normale;472
2017-05-26;Vendredi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;29
2017-05-26;Vendredi;Zone FIMU;Duree10h;Touriste Français;Periode normale;58
2017-05-26;Vendredi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2569
2017-05-26;Vendredi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;32
2017-05-26;Vendredi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1206
2017-05-26;Vendredi;Zone FIMU;Duree2h;Resident;Periode normale;2114
2017-05-26;Vendredi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;50
2017-05-26;Vendredi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1660
2017-05-26;Vendredi;Zone FIMU;Duree3h;Resident;Periode normale;2434
2017-05-26;Vendredi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;128
2017-05-26;Vendredi;Zone FIMU;Duree3h;Touriste Français;Periode normale;1770
2017-05-26;Vendredi;Zone FIMU;Duree4h;Resident;Periode normale;992
2017-05-26;Vendredi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;40
2017-05-26;Vendredi;Zone FIMU;Duree4h;Touriste Français;Periode normale;596
2017-05-26;Vendredi;Zone FIMU;Duree5h;Resident;Periode normale;737
2017-05-26;Vendredi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;21
2017-05-26;Vendredi;Zone FIMU;Duree5h;Touriste Français;Periode normale;497
2017-05-26;Vendredi;Zone FIMU;Duree6h;Resident;Periode normale;627
2017-05-26;Vendredi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;27
2017-05-26;Vendredi;Zone FIMU;Duree6h;Touriste Français;Periode normale;320
2017-05-26;Vendredi;Zone FIMU;Duree7h;Resident;Periode normale;777
2017-05-26;Vendredi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Duree7h;Touriste Français;Periode normale;548
2017-05-26;Vendredi;Zone FIMU;Duree8h;Resident;Periode normale;613
2017-05-26;Vendredi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;24
2017-05-26;Vendredi;Zone FIMU;Duree8h;Touriste Français;Periode normale;238
2017-05-26;Vendredi;Zone FIMU;Duree9h;Resident;Periode normale;372
2017-05-26;Vendredi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-26;Vendredi;Zone FIMU;Duree9h;Touriste Français;Periode normale;121
2017-05-27;Samedi;Zone FIMU;Duree10h;Resident;Periode normale;408
2017-05-27;Samedi;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree10h;Touriste Français;Periode normale;104
2017-05-27;Samedi;Zone FIMU;Duree10h-18h;Resident;Periode normale;2678
2017-05-27;Samedi;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;50
2017-05-27;Samedi;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1209
2017-05-27;Samedi;Zone FIMU;Duree2h;Resident;Periode normale;1858
2017-05-27;Samedi;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;60
2017-05-27;Samedi;Zone FIMU;Duree2h;Touriste Français;Periode normale;1362
2017-05-27;Samedi;Zone FIMU;Duree3h;Resident;Periode normale;2475
2017-05-27;Samedi;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;112
2017-05-27;Samedi;Zone FIMU;Duree3h;Touriste Français;Periode normale;2137
2017-05-27;Samedi;Zone FIMU;Duree4h;Resident;Periode normale;1127
2017-05-27;Samedi;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;55
2017-05-27;Samedi;Zone FIMU;Duree4h;Touriste Français;Periode normale;655
2017-05-27;Samedi;Zone FIMU;Duree5h;Resident;Periode normale;809
2017-05-27;Samedi;Zone FIMU;Duree5h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree5h;Touriste Français;Periode normale;393
2017-05-27;Samedi;Zone FIMU;Duree6h;Resident;Periode normale;376
2017-05-27;Samedi;Zone FIMU;Duree6h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree6h;Touriste Français;Periode normale;270
2017-05-27;Samedi;Zone FIMU;Duree7h;Resident;Periode normale;478
2017-05-27;Samedi;Zone FIMU;Duree7h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree7h;Touriste Français;Periode normale;446
2017-05-27;Samedi;Zone FIMU;Duree8h;Resident;Periode normale;598
2017-05-27;Samedi;Zone FIMU;Duree8h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree8h;Touriste Français;Periode normale;148
2017-05-27;Samedi;Zone FIMU;Duree9h;Resident;Periode normale;571
2017-05-27;Samedi;Zone FIMU;Duree9h;Touriste Etranger;Periode normale;#
2017-05-27;Samedi;Zone FIMU;Duree9h;Touriste Français;Periode normale;234
2017-05-28;Dimanche;Zone FIMU;Duree10h;Resident;Periode normale;342
2017-05-28;Dimanche;Zone FIMU;Duree10h;Touriste Etranger;Periode normale;23
2017-05-28;Dimanche;Zone FIMU;Duree10h;Touriste Français;Periode normale;55
2017-05-28;Dimanche;Zone FIMU;Duree10h-18h;Resident;Periode normale;2351
2017-05-28;Dimanche;Zone FIMU;Duree10h-18h;Touriste Etranger;Periode normale;39
2017-05-28;Dimanche;Zone FIMU;Duree10h-18h;Touriste Français;Periode normale;1131
2017-05-28;Dimanche;Zone FIMU;Duree2h;Resident;Periode normale;987
2017-05-28;Dimanche;Zone FIMU;Duree2h;Touriste Etranger;Periode normale;105
2017-05-28;Dimanche;Zone FIMU;Duree2h;Touriste Français;Periode normale;765
2017-05-28;Dimanche;Zone FIMU;Duree3h;Resident;Periode normale;2145
2017-05-28;Dimanche;Zone FIMU;Duree3h;Touriste Etranger;Periode normale;81
2017-05-28;Dimanche;Zone FIMU;Duree3h;Touriste Français;Periode normale;1257
2017-05-28;Dimanche;Zone FIMU;Duree4h;Resident;Periode normale;839
2017-05-28;Dimanche;Zone FIMU;Duree4h;Touriste Etranger;Periode normale;25
2017-05-28;Dimanche;Zone FIMU;Duree4h;Touriste Français;Periode normale;468
2017-05-28;Dimanche;Zone FIMU;Duree5h;Resident;Periode normale;706
