Date;JourDeLaSemaine;ZoneAnalyse;Continent;Pays;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-06-02;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode evenement;50
2017-06-02;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode evenement;24
2017-06-02;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode evenement;57
2017-06-02;Vendredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-02;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode evenement;21
2017-06-02;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode evenement;47
2017-06-03;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;34
2017-06-03;Samedi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode evenement;72
2017-06-03;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode evenement;173
2017-06-03;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode evenement;33
2017-06-03;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode evenement;103
2017-06-03;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode evenement;24
2017-06-03;Samedi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode evenement;85
2017-06-03;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode evenement;31
2017-06-03;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-03;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode evenement;32
2017-06-03;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode evenement;79
2017-06-04;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;33
2017-06-04;Dimanche;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode evenement;110
2017-06-04;Dimanche;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode evenement;242
2017-06-04;Dimanche;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode evenement;28
2017-06-04;Dimanche;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode evenement;100
2017-06-04;Dimanche;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Italie;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode evenement;28
2017-06-04;Dimanche;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode evenement;76
2017-06-04;Dimanche;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode evenement;35
2017-06-04;Dimanche;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode evenement;27
2017-06-04;Dimanche;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-04;Dimanche;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode evenement;58
2017-06-04;Dimanche;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode evenement;144
2017-06-05;Lundi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;34
2017-06-05;Lundi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode evenement;40
2017-06-05;Lundi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode evenement;78
2017-06-05;Lundi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode evenement;44
2017-06-05;Lundi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode evenement;103
2017-06-05;Lundi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode evenement;48
2017-06-05;Lundi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode evenement;#
2017-06-05;Lundi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode evenement;42
2017-06-05;Lundi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode evenement;58
2017-06-06;Mardi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;27
2017-06-06;Mardi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;28
2017-06-06;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;22
2017-06-06;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;32
2017-06-06;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-06;Mardi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;42
2017-06-07;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;35
2017-06-07;Mercredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;29
2017-06-07;Mercredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;32
2017-06-07;Mercredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-07;Mercredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;35
2017-06-08;Jeudi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;37
2017-06-08;Jeudi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;24
2017-06-08;Jeudi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;41
2017-06-08;Jeudi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-08;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;43
2017-06-09;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;37
2017-06-09;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;22
2017-06-09;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;43
2017-06-09;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;42
2017-06-09;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;26
2017-06-09;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;26
2017-06-09;Vendredi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Visiteur;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-09;Vendredi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;40
2017-06-10;Samedi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;25
2017-06-10;Samedi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;24
2017-06-10;Samedi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;26
2017-06-10;Samedi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;47
2017-06-10;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Russie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-10;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;27
2017-06-10;Samedi;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;50
2017-06-11;Dimanche;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;29
2017-06-11;Dimanche;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;25
2017-06-11;Dimanche;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Suisse;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-11;Dimanche;Zone FIMU;Europe;Suisse;Touriste Etranger;Visiteur;Periode normale;38
2017-06-12;Lundi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;23
2017-06-12;Lundi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;Visiteur;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;Visiteur;Periode normale;24
2017-06-12;Lundi;Zone FIMU;Asie;Chine;Touriste Etranger;Visiteur;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Allemagne;Touriste Etranger;Visiteur;Periode normale;30
2017-06-12;Lundi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;Visiteur;Periode normale;25
2017-06-12;Lundi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;Visiteur;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Espagne;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Espagne;Touriste Etranger;Visiteur;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Italie;Touriste Etranger;Visiteur;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;Visiteur;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Excursionniste;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;Visiteur;Periode normale;#
2017-06-12;Lundi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;Excursionniste;Periode normale;#
